,news_title,news_subtitle,news_article,news_url
151,"활동량 줄고, 패스트푸드 섭취 늘고… 서울 학생 10명 중 3명 '과체중'","서울교육청, 비만 진료·검진 등 지원","코로나로 집에 머무는 시간이 늘면서 서울 학생 10명 중 3명은 과체중(過體重)인 것으로 나타났다. 25일 서울시교육청에 따르면 서울 학생의 과체중 비율이 2019년 26.7％에서 2021년 32.3％로 증가했다. 코로나가 장기화하면서 학생들의 식습관이 변하고 신체 활동량은 감소했기 때문이다. 이로 인해 체력이 떨어지고 비만이나 척추측만증 등의 질환이 생기는 문제도 늘어나고 있다. 서울시교육청은 '서울학생 건강더하기' 프로젝트를 추해 학생들의 건강 회복을 지원하겠다는 계획을 밝혔다. 비만 학생의 경우 검와 료, 검 비용 등 1인당 최대 15만 원을 지원받을 수 있다. 강재헌 강북삼성병원 가정의학과 교수는 ""비만의 가장 큰 요인이 신체 활동과 식습관인데, 코로나로 둘 다 제약을 받는다""고 했다. 그러면서 ""비대면 수업으로 영양소가 골고루 갖춰 학교 급식을 먹지 못하고 집에서 삼시 세끼를 먹게 된다. 이때 햄버거나 라면 등 패스트푸드를 먹는 경우가 많아 균형 잡힌 식를 못 한다""고 덧붙였다. 어린이들도 불어난 살로 고민이다. 황민수(경기 성남 백현초 3) 군은 ""원격 수업으로 가장 피해를 본 과목이 체육·미술·음악""이라며 ""같은 반 친구들도 대부분 체중이 늘어났다""고 했다. 김세연(대전 성모초 6) 양도 ""코로나로 집에만 있으니 주변 음식들에 더 눈길이 간다""고 전했다. 비만 극복을 위해 체중 감량에 노력하는 어린이도 많다. 최태양(서울 종암초 5) 군은 매일 저녁 아파트 단지를 걷거나 계단을 오르내린다. 급격히 불어난 몸무게 탓에 소아청소년과에서 비만 검을 받은 결과, 살을 빼는 게 건강에 더 좋다는 단을 받았다. 태양 군은 ""꾸준히 운동하고 간식 섭취를 줄였더니 1년 만에 키가 5㎝ 자랐고 몸무게는 3~4㎏ 줄었다""고 했다. 최유(경기 안양 호계초 3) 양도 ""코로나 이후 약 4㎏이 늘어 줄넘기와 걷기 운동을 열심히 하고 있다""고 했다. 강재헌 교수는 ""신체 활동량을 늘리는 게 핵심이기 때문에 걷기, 춤, 태권도 등 자신이 좋아하는 운동이라면 뭐든 하는 게 좋다""고 조언했다. → 몸무게를 줄인 례를 알려주세요.",http://kid.chosun.com/site/data/html_dir/2022/01/26/2022012602296.html
152,"[뉴스탐험대] 외국인 10명 중 8명 ""한국의 이미지 긍정적이다""",,"외국인 10명 중 8명이 우리나라를 긍정적으로 평가한다는 조 결과가 나왔다. 24일 문화체육관광부 해외문화홍보원이 발표한 '2021 국가 이미지' 조 결과에 따르면, 외국인이 본 한국 이미지의 긍정 평가가 80.5％로 나타났다. 전년 대비(78.1％) 2.4％포인트 올랐다. 응답자의 국가별로는 베트남(95％), 터키(92.2％), 필리핀(92％) 등 7개 국가에서 10명 중 9명 이상이 우리나라를 긍정적으로 평가했다. 특히 일본의 경우 긍정 평가(35％)가 지난해보다 7.4％포인트 올랐다. 2018년 조 이래 처음으로 부정 평가(26.6％)보다 높게 나타났다. 우리나라를 긍정적으로 느끼게 하는 요인으로는 K팝과 영화를 아우르는 현대 문화(22.9％)가 가장 많이 뽑혔다. 이어 제품·브랜드(13.2％), 경제 수준(10.2％), 건축·예절·문화재를 포함한 문화유산(9.5％) 등이 뒤를 이었다. → 여러분이 가장 먼저 떠올리는 '우리나라 이미지'는 뭔가요.",http://kid.chosun.com/site/data/html_dir/2022/01/25/2022012502268.html
153,"名品<명품> '짝퉁', 왜 쓰면 안 되나요?","유명 유튜버, 짝퉁 논란에 활동 중단","'럭셔리 라이프'로 인기를 누린 유명 유튜버 프리지아(25·이름 송지아)가 '가짜 명품' 착용으로 비판의 중심에 섰다. 명품을 교묘하게 베낀 일명 '짝퉁'을 구매하는 건 브랜드 가치를 훼손하고, 창작자의 기를 꺾는 행동이라는 이유에서다. 해당 유튜버는 잘못을 인정하고 활동 중단을 선언했지만, 비판 여론은 그라지지 않는 모양새다. 전문가들은 ""가품(假品·가짜 물품) 이용은 기업의 지식재산권을 침해하는 행위""라고 지적한다. 구독자 192만 명을 보유한 프리지아는 지난 25일 자신의 유튜브 채널에 4분 분량의 과 영상을 올렸다. 이 영상에서 그는 ""예뻐서 구매했는데 잘못을 인정한다""며 ""많은 분께 실망을 안겨 드려 죄송하다""고 했다. 앞서 프리지아는 자신의 유튜브 채널과 넷플릭스 오리지널 예능 '솔로지옥' 등에서 유명 브랜드의 가품을 착용하고 나와 논란을 빚었다. 금융감시단체 글로벌 파이낸셜 인티그리티(GFI)에 따르면, 위조품 시장은 연간 1조6000억 달러에서 2조2000억 달러(약 1918조~2638조 원)에 달하는 수익을 내는 것으로 추정된다. 특히 최근에는 온라인 명품 시장이 급성장하며, 온라인상에서의 가품 유통도 덩달아 증가하고 있다. 특허청에 따르면 지난해 온라인 위조(僞造) 상품 신고 건수는 1만6693건으로 이전과 비교했을 때 크게 늘었다. 2018년 신고 건수는 5426건, 2019년 6661건이었다. 샤넬, 루이뷔통, 구찌 등 해외 명품 브랜드들은 오래전부터 '짝퉁'과의 전쟁을 벌여왔다. 정교한 가품은 소비자를 현혹할 뿐만 아니라, 브랜드 매출에도 직접적인 영향을 미치기 때문이다. 국내 현행법상 가품을 만들고 판매하는 람에 대한 처벌 규정은 있다. 하지만 단순 구매자를 처벌하는 규정은 없다. 이은희 인하대 소비자학과 교수는 ""가품을 구매하는 건 도둑이 훔쳐온 물건을 는 것과 마찬가지다. 브랜드의 상표를 무단으로 도용해 만든 제품이기 때문""이라고 설명했다. 이어 ""브랜드들이 상표권 침해로 소송을 걸면 국제적인 망신을 살 수 있다""며 ""소비자부터 가품 이용이 브랜드의 지식재산권을 침해하는 심각한 행위라는 점을 인지해야 한다""고 강조했다. → 여러분이 디자이너라면 어떤 명품을 만들고 싶나요? 글·그림으로 알려주세요.",http://kid.chosun.com/site/data/html_dir/2022/01/25/2022012502267.html
154,"[뉴스탐험대] 탐사 위성 테스, '외계행성 후보' 5000여 개 발견",,"우주의 끝은 어디까지일까. 태양계 밖에 존재하는 외계행성(外界行星)이 계속 발견되고 있다. 미국 매추세츠공과대학(MIT) '카블리 천체물리학 우주 연구소'는 최근 ""지난 2020년부터 2021년까지 테스(TESS)가 찾아낸 외계행성 후보가 5000개를 넘었다""고 밝혔다. 이 연구소와 미 항공우주국(NASA)은 2018년 외계행성 탐 위성 테스를 발했다. 테스는 행성(行星·빛을 내지 않는 별)이 항성(恒星·스스로 발광하는 별) 앞을 지날 때 빛의 밝기가 줄어드는 현상을 통해 외계행성의 존재를 파악한다. 이렇게 찾은 행성은 '테스가 발견한 관심 천체(Tess Object of Interest·TOI)'라는 이름으로 외계행성 후보에 오른다. 쿠니모토 미셸 카블리 연구소 박는 ""지난해 이맘때 TOI는 2400개에 불과했는데 앞으로 수천 개가 더 늘어날 전망""이라고 밝혔다. → 테스가 우주를 탐하는 장면을 그려 보내주세요.",http://kid.chosun.com/site/data/html_dir/2022/01/25/2022012502269.html
155,[오늘의 키워드] 빅테크(Big Tech),美 대형 IT 기업 실적 '사상 최대치' 전망,"구글, 아마존, 애플 같은 대형 정보기술(IT) 기업을 뜻한다. 국내에선 네이버와 카카오처럼 금융시장에 출한 온라인 플랫폼 기업을 지칭할 때 주로 용된다. 현재 국내외 빅테크 기업은 송금·결제뿐 아니라 자산 관리, 보험업까지 영역을 넓히고 있다. 코로나로 인해 비대면(非對面) 산업이 호황(好況)을 누리면서 미국 빅테크 기업들의 실적 또한 상 최대치를 기록할 것이라는 전망이 나온다. 지난 24일(현지 시각) 월스트리트저널 등 외신에 따르면 마이크로소프트, 아마존, 알파벳, 애플 등이 조만간 '2021년도 4분기' 실적을 공개한다. S&P500 * 기업 중 20%에 달하는 104개 기업이 분기 실적을 발표할 예정이다. *S&P500: 미국의 신용평가 기관 스탠더드 앤드 푸어스(Standard&Poor's)가 작성해 발표하는 주가지수. → 기에서 언급한 빅테크 외에 또 다른 국내외 기업을 찾아봅시다.",http://kid.chosun.com/site/data/html_dir/2022/01/25/2022012502272.html
156,"[뉴스탐험대] ""시험 점수보다 노력하는 자세를 칭찬해주세요""",,"아이들의 학습 동기(動機)를 높여주는 효과적인 칭찬은 무엇일까. 지난 24일(현지 시각) 미국 경제 매체 CNBC는 캐럴 드웩(Carol Dweck) 스탠퍼드대학 심리학과 교수가 추천한 자녀의 동기를 끌어올릴 수 있는 '칭찬 두 가지'를 소개했다. 우선 드웩 교수는 ""결과보다 과정에 집중하라""고 조언했다. 시험을 잘 보기 위해 노력하는 아이의 자세와, 책상에 앉아 있는 끈기 등 구체적인 행동에 대해 격려하는 것이다. 그는 ""결과만을 칭찬할 경우 되레 새로운 것을 배우려는 열정이 식을 수 있다""며 ""과정에 주목하는 것이 중요하다""고 했다. 두 번째는 실패가 또 다른 기회를 만든다고 말해주는 것이다. 아이가 수학 시험을 연거푸 못 봤을 때, ""실망스럽다"" ""공부가 부족하구나!""라고 꾸중하기보다는 ""수학은 우리 삶에 어떤 도움이 될까?"" ""어떻게 하면 이 문제를 풀 수 있을까?""라고 물어보는 등 실패를 발판 삼아 성장할 수 있는 가능성을 높여주는 것이다. → '과정'과 '결과' 중 어떤 것이 더 중요할까요.",http://kid.chosun.com/site/data/html_dir/2022/01/26/2022012602301.html
157,"""조상님, 호텔 셰프 모셨어요"" 사 먹는 차례상 인기",,"특급 호텔의 전문 셰프가 만든 요리가 명절 밥상을 대신하는 시대가 왔다. 25일 그랜드 인터컨티넨탈 서울 파르나스 호텔 등에 따르면 24일 기준으로 올해 특급 호텔 차례상 판매량은 지난해 추석 대비 150％가량 증가했다. 다양한 고기류, 삼색 나물 등이 올라간 '더 플라자 서울 호텔'의 '명절 투고 '〈〉 메뉴는 재작년 첫 출시 이후 매출이 6배 이상 늘었다. 이처럼 ' 먹는 차례상'이 주목받는 이유는 상차림을 간소화하는 경우가 늘었기 때문이다. 여기에 코로나 상황과 만만치 않은 밥상 물가도 한몫하고 있다. 서울시농수산식품공에 따르면 올해 설 차례상 비용은 6~7인을 기준으로 전통시장에서 약 21만 원, 대형 마트에서 약 27만 원이 든다. 장을 보고 음식을 만드는 시간을 고려하면 "" 먹는 것이 훨씬 합리적""이라는 평(評)이 나온다. 굴비구이·갈비찜 등으로 구성된 더 플라자 서울 호텔의 '종가(宗家) 전통 차례상(4인 기준)'은 33만 원이다. 이는 평균 설 차례상 비용인 20만~30만 원을 크게 벗어나지 않는 수준이다. 한편 취업 전문회 인크루트가 최근 성인 남녀 847명을 대상으로 실시한 설문 조 결과에 따르면, 응답자의 94.3％가 '차례상 음식 간소화'에 대해 '필요하다'고 답했다. → 설날 음식 중 어떤 것을 가장 좋아하나요?",http://kid.chosun.com/site/data/html_dir/2022/01/25/2022012502273.html
158,눌리고 당겨지고… 파노라마로 찍은 '망한 동물 사진',,"기린처럼 목이 긴 강아지, 카펫 바닥에 들러붙은 듯한 고양이, 두 개의 머리를 가 말…. 영국 일간(日刊) 데일리메일은 25일(현지 시각) 파노라마(Panorama·360도 방향의 모든 경치를 담아내는 것)로 촬영한 재밌는 동물 을 소개했다. 강아지 한 마리가 목을 쭉 뻗어 친구에게 인하는 것 같은 장면 〈①〉 과 카펫 바닥으로 흘러내린 듯 납작해 고양이 〈②〉 , 두 개의 머리를 가 말이 평화롭게 풀을 뜯는 모습 〈③〉 등이 포함됐다. → 여러분이 찍은 '재밌는 '을 보내주세요.",http://kid.chosun.com/site/data/html_dir/2022/01/26/2022012602309.html
159,[뉴스탐험대] 장소는 호그와트城!… 메타버스 결혼 피로연,,"인도의 한 커플이 3차원 가상 세계인 '메타버스(Metaverse)'에서 결혼식 파티를 연다. 24일(현지 시각) CNN에 따르면, 내달 6일 결혼을 앞둔 파드마바티(Padmavathi·24)와 라마스웨미(Ramaswamy·23)는 코로나 방역 정책으로 인해 결혼식 하객(賀客) 인원이 100명으로 제한되자, 메타버스에서 결혼식 피로연을 행하는 묘수(妙手)를 생각해냈다. 이들은 온라인 가상공간에서 2000명의 하객을 초대해 성대한 피로연을 열 계획이다. 신랑인 파드마바티는 인도 소프트웨어 스타트업 타디버스(TardiVerse)와 협업해 메타버스 속 피로연장을 구축했다. 해리포터의 팬인 파드마바티의 의견에 따라 메타버스로 구현된 호그와트성(城) 앞에서 파티가 행된다. 하객들은 아바타의 생김새와 의상 등을 직접 고른 뒤, 호그와트성 안의 피로연장을 둘러볼 수 있다. → 메타버스에 만들고 싶은 '나만의 공간'을 소개해주세요.",http://kid.chosun.com/site/data/html_dir/2022/01/26/2022012602302.html
160,[뉴스탐험대] 체중 늘면 감봉?… UAE 항공사 '외모 강요' 논란,,"아랍에미리트(UAE) 항공 '에미리트'가 승무원에게 '외모 관리'를 강요했다는 주장이 나왔다. 지난 22일(현지 시각) 미국 매체 인이더에 따르면, 전직 에미리트 승무원 칼라 베이슨은 ""'체중 경찰'로 불리는 직원들이 승무원의 외모를 수시로 확인하며 화려한 화장을 요구했다""고 폭로했다. 익명의 전직 에미리트 인팀 직원 또한 ""회는 유니폼 이즈를 이전보다 크게 신청하는 등 '과체중'으로 간주되는 직원들에게 감봉(減俸) 등의 징계를 내렸다""고 밝혔다. 한편 측은 성명을 통해 ""우리는 글로벌 항공다. (고객 서비스 차원에서) 승무원의 책임은 방대하다""며 ""광범위한 (자기) 훈련과 최소한의 체력 수준이 필요하다""고 밝혔다. → 에미리트 항공의 조치에 대한 여러분의 생각을 보내주세요.",http://kid.chosun.com/site/data/html_dir/2022/01/24/2022012402032.html
161,[주목! 정보 레터] 운명의 날까지 '100초' 남았다,"지구종말시계, 3년째 제자리","째깍째깍…. 지구 종말(終末)까지 앞으로 단 100초밖에 남지 않았다면? CNN 등 외신은 20일(현지 시각) ""미국 핵과학자학회(BAS)가 공개한 올해 '지구종말시계(The Doomsday Clock)'가 여전히 100초 전을 가리키고 있다  ""고 밝혔습니다. 지구종말시계는 인류가 얼마나 위기에 처했는지를 상징하는 시계랍니다. 지구가 종말하는 시점을 자정으로 설정한 거예요. 과학자 등 전문가들의 평가에 따라 BAS가 1947년부터 매년 공개해왔습니다. 올해로 75년째를 맞았어요. 처음엔 핵 전쟁의 위험을 측정하기 위한 용도로 시계를 제작했어요. 2007년부터 기후변화로 인한 위기도 계산에 포함하면서 현재 우리 회가 직면한 위험을 파악해 경종(警鐘)을 울리는 수단으로 쓰여요. 지구종말시계가 처음 등장했을 땐 몇 시를 가리키고 있었을까요? 75년 전 1947년에는 자정의 7분 전, 오후 11시 53분이었답니다. 2019년 자정 2분 전을 가리킨 이후, 2020년부터는 3년째 100초 전을 가리키고 있어요. 다행히 종말에 더 가까워지 않았지만 100초에서 더 늘어나지도 않고 유지되는 상황입니다. BAS는 여전히 100초 전을 가리키는 이유에 대해 ▲수그러들지 않는 코로나 팬데믹 상황 ▲러시아 우크라이나의 갈등과 북한의 핵·미일 개발 ▲온실가스 감축 문제 등 국제회가 당면한 여러 위험을 꼽았습니다. 종말에서 가장 멀어졌던 순간은 1991년입니다. 자정에서 17분 전으로 설정됐죠. 당시 미국과 소련의 냉전(冷戰)이 끝나면서 양국의 전략무기 감축 협정이 체결됐던 해였어요. BAS는 ""글로벌 위협으로부터 인류를 보호하기 위한 실용적인 조치가 필요하다""며 ""미국과 다른 국가들은 신속히 탈(脫)탄소화를 하고, 러시아와 미국 대통령은 핵무기에 대한 의존을 줄여야 한다""고 조언했습니다. 그렇다면 우리가 해야 할 일은 무엇일까요? CNN은 ""환경을 위해 자동차를 타지 않고 걸어 다니기 등 일상 속에서도 작은 변화를 실천해야 한다""고 전했답니다. → 여러분이 생각하는 지구종말시계의 '현재 시각'을 글· 그림으로 보내주세요.",http://kid.chosun.com/site/data/html_dir/2022/01/24/2022012402036.html
162,[기자 수첩] 나만의 레시피 '우유에 팝콘 말기'… 건강 간식이었네!,,"영화관에서 즐겨 먹는 팝콘. 달짝지근한 맛도 있고 짭조름한 것도 있죠. 작년 어느 봄날이었어요. 늘 가던 마트에서 '팝콘용 옥수수'가 눈에 들어온 거예요. '직접 만들어 먹어봐?' 이런 생각이 들었죠. 장을 서둘러 보고 곧장 집으로 달려가 조리법대로 튀겨봤어요. 깊이가 있는 프라이팬에 기름을 거의 두르지 않았죠. 건강을 고려한 '조치'였어요. 톡! 톡! 톡! 적당히 '열(熱) 받은' 옥수수는 눈 깜빡할 이에 하얀 팝콘으로 '변신'했어요  . 신기했고 맛 또한 담백했습니다. 아침에 자주 먹는 시리얼(Cereal) 대용(代用)으로도 괜찮겠다는 '판단'이 섰어요. 그렇게 시작한 '팝콘, 우유에 말아 먹기'는 지금까지 계속되고 있습니다. '건강에도 괜찮을 것'이라는 막연한 기대를 하면서요. 그러다 최근 무릎을 탁 치는 일이 있었어요. 지난 19일(현지 시각) 미국 CNN이 팝콘을 '이상적인 간식(間食)'이라고 보도한 거예요. CNN에 따르면, 팝콘에는 식이섬유가 많이 함유돼 있고, 혈당 수치를 낮추고 소화에 도움을 주는 폴리페놀도 상당량 들어 있다고 해요. 또 팝콘은 감자칩보다 더 큰 포만감을 줘 비만 예방에도 효과적이랍니다. 한 가지 주의할 항이 있어요. CNN은 전문가의 말을 빌려 ""비록 팝콘이 건강에 좋은 간식이더라도 조리 과정에서 기름을 많이 두르면 열량과 지방이 두 배 이상 늘어날 수도 있다""고 전했습니다. 과유불급(過猶不及)! 뭐든지 상황에 맞게 적절히 하는 게 좋겠죠? → 팝콘 만드는 장면을 으로 찍어 보내주세요.",http://kid.chosun.com/site/data/html_dir/2022/01/23/2022012300991.html
163,바다 위 팬케이크가 '둥둥'?… 추위가 만든 자연 현상,,"미국의 한 바다 위에 '팬케이크'가 나타났다. 최근 미국 북동부 일리노이주(州)의 로욜라 해변(Loyola Beach)에 지름 30~120㎝ 크기의 원반 형태 얼음이 올라왔다. 메이플 시럽을 뿌려 먹는 팬케이크를 연상케 하는데, 이름 또한 '팬케이크 아이스(pancake ice·  )'다. 바다가 얼기 직전 원반 또는 육각형으로 만들어지며 해면(海面)의 움직임에 따라 크기는 제각각이다. 날이 계속 추워지면 더 딱딱하게 얼어붙어 물 위를 떠다닌다. 북극에서 주로 볼 수 있는 현상으로, 매년 이맘때 매서운 추위가 엄습하는 미국 북부 지역에서도 발견된다. 팬케이크 아이스가 형성될 당시 로욜라 해변의 기온은 영하 6도였다. → 여러분이 살고 있는 동네의 물가에 언 얼음을 그려서 보내주세요.",http://kid.chosun.com/site/data/html_dir/2022/01/24/2022012402035.html
164,[메시지 뉴스] 어린이 안전 관리 강화,,,http://kid.chosun.com/site/data/html_dir/2022/01/24/2022012402037.html
165,"[뉴스탐험대] 반크 ""英 유명 세계사 책, 한국 역사 오류 많다""",,"영국 유명 출판들이 펴낸 세계 책에 우리나라의 역·문화와 관련된 오류가 상당수 있는 것으로 드러났다. 이버 외교 절단 반크(VANK)가 23일 공개한 조 결과에 따르면, 돌링킨더스(DK)가 2018년 출간한 '세계의 역 지도책'에는 ""313년에 고려, 백제, 신라로 나뉘었으며 668년 신라가 고려를 멸망시키며 통일됐다"" ""1388년 이성계가 조선을 세웠다""고 나와 있다. 그러나 당시 국가는 고려가 아닌 고구려였고, 313년 전에도 삼국(三國)은 각각 존재했다. 또한 조선은 1392년에 건국됐다. 콜린스가 지난해 펴낸 '콜린스 월드 아틀라스: 일러스트 에디션'에는 우리나라 동해를 일본해로 단독 표기한 오류가 여러 쪽(13·60·62·150쪽)에서 확인됐다. 박기태 반크 단장은 ""현지 한인(韓人)과 협력해 해당 부분을 적극적으로 고쳐 나가겠다""고 밝혔다. → 우리나라 역와 관련된 오류가 있는 외국 책을 찾아 보내주세요.",http://kid.chosun.com/site/data/html_dir/2022/01/24/2022012402030.html
166,"[뉴스탐험대] 佛 연구진, 1년 넘게 터지지 않는 비눗방울 개발",,"1년이 넘게 터지지 않는 비눗방울이 개발됐다. 미국 NBC뉴스는 지난 22일(현지 시각) ""프랑스 릴(Lille)대학교 물리학 연구이 465일 동안 형체가 지속돼 터지지 않는 비눗방울을 만들었다""는 연구 결과를 보도했다. 연구팀은 거품의 짧은 수명을 연장할 수 있는 방법으로 고농축 '글리세롤'에 주목했다. 이 물질은 무색(無色) 투명하고 끈기가 있는 성분으로, 흔히 의약품이나 화장품의 원료(原料)로 쓰인다. 연구팀은 물과 글리세롤을 혼합해 거품을 만들었다. 글리세롤 덕분에 비눗방울이 터지지 않았다. 레이프 리스트로프 뉴욕대 수학과 교수는 ""이번에 개발한 거품은 의학 분야, 다양한 제품 개발에 널리 활용될 수 있을 것""이라고 전했다. → 또 다른 방법으로 터지지 않는 비눗방울을 만들어봅시다.",http://kid.chosun.com/site/data/html_dir/2022/01/24/2022012402031.html
167,"""방송 출연하는 동물의 안전 보장하라"" 史劇<사극> 동물 학대 논란에 연예계·외신 비판","달리는 말, 와이어로 거꾸러트려","공영방송 KBS가 5년 만에 편성한 대하극(大河史劇) '태종 이방원'이 동물 학대 논란에 휩싸이며 좌초(坐礁·배가 암초에 얹힌 것으로 곤경에 빠 일을 이름) 위기에 놓였다. 지난달 11일 KBS2 토·일 드라마로 첫선을 보인 이 극은 빗발치는 비판 여론에 지난주에 이어 이번 주까지 2주 연속 결방(缺放·방송을 하지 못함)한다. KBS 시청자권익센터와 청와대 국민청원 게시판에는 드라마 폐지 촉구 글이 이어지고 있고, 제작은 동물보호단체로부터 경찰 고발까지 당한 상황. 도대체 무슨 일이 있었던 걸까. 논란은 지난 1일 방영된 7회분 중 태종(太宗) 이방원(李芳遠·조선의 3대 왕, 태조의 5남)의 부친이자 조선을 건국한 태조(太祖) 이성계(李成桂·조선의 1대 왕)의 낙마(落馬) 장면에서 촉발됐다. 작년 11월 2일 촬영된 이 장면은 이성계가 말을 타고 숲속을 달리다 떨어지는 모습을 담아냈다. 동물자유연대는 지난 19일 성명서를 발표, 해당 장면 촬영 과정에서 ""제작이 말을 학대했다""고 밝히며 이튿날 페이스북에 영상을 공개했다. 영상을 보면, 말은 이성계(극 중 김영철 분)를 대역(代役)한 스턴트맨을 등에 태운 채 속력을 내며 달리다 넘어져 앞으로 고꾸라다. 제작이 미리 말의 앞발에 와이어를 걸어 놓고, 힘껏 달리게 한 다음 뒤에서 잡아당겼기 때문. 머리가 땅에 처박힌 말은 뒷발을 구르며 고통에 괴로워하다 이내 쓰러다. 굴러떨어 스턴트맨도 부상을 입은 듯 엎드린 채 움직이지 못한다. 말은 결국 그로부터 일주일 뒤 망한 것으로 전해졌다. 영상을 본 누리꾼들은 ""생명을 죽여서까지 드라마를 찍나"" ""제작 처벌하고 드라마 중단하라""는 등 분노를 일으켰다. 연예계에서도 말에 대한 애도와 비판 목소리가 나왔다. 가수 태연은 ""마음이 아프고 화가 난다. 저런 말도 안 되는 촬영은 누구의 발상인가"", 배우 유연석은 ""돈과 시간에 쫓겨 동물들이 희생당하는 촬영 현장은 없어야 한다""고 질타했다. 성악가 조수미는 ""동물 방송 출연 시 (안전 관리를 위한) 미디어 방침(가이드라인)이 적용돼야 한다""고 촉구했다. CNN 등 외신도 건을 조명하며 비판 대열에 가세했다. 파문이 확산하자 KBS는 입장문을 통해 ""책임을 깊이 통감하고 과드린다. 촬영 현장에서 동물 안전이 보장될 수 있는 방법을 찾겠다""고 밝혔다. 동물자유연대는 ""촬영을 위해 소품으로 이용되다 망한 말에 대한 반성과 과는 어디에도 없었다""며 확실한 재발 방지책을 요구했다. → 여러분이 제작이었다면 문제의 장면을 어떤 방식으로 촬영했을지 생각해 글·그림으로 보내주세요.",http://kid.chosun.com/site/data/html_dir/2022/01/24/2022012402027.html
168,"[ESG 기업 탐방] 전통 제조업 강국, '탄소 제로' 변화 앞장",해외편 ④독일,"요즘 대세 'MZ세대'들도 소비에 있어 중시하는 'ESG 가치'! 세계의 기업들은 지금 어떻게 실현하고 있을까요? 본지(本紙)와 코트라(KOTRA·대한무역투자흥공)가 공동 행하는 'ESG 기업 탐방 해외편' 네 번째 시간입니다. 이번에는 '전통 제조업 강국(强國)이자 명차(名車)의 산실' 독일의 기업들을 함께 살펴봐요. RWE: 英 풍력발전 단지, 美 태양광 시설 건설 독일 에너지 기업 'RWE'는 2040년 '탄소 중립'을 목표로 기업 전략을 대폭 수정했어요. 화석(化石) 에너지 중심의 전력(電力) 생산에서 신(新)재생에너지로 전환하겠다고 밝혔지요. 앞으로는 풍력(風力)발전 단지, 태양열 시스템 및 에너지 저장 분야 등에 집중 투자할 계획이라고 합니다. RWE는 현재 48개의 풍력·태양광발전 관련 프로젝트를 행하고 있어요. 영국 북해(北海)에 해상 풍력발전 단지 '소피아'를, 미국 조지아주(州)에 '히커리 파크 태양광' 시설을 짓고 있지요. 보험 '알리안츠'는 기후변화 문제에 대응하기 위해 2019년 UN(국제연합)이 결성한 '탄소 제로를 위한 투자자 연합'에 가입했어요. 나아가 회 경영에 있어 향후 5년간 탄소 배출량을 29％까지 감축하겠다는 목표를 밝혔습니다. 바스프: 株主와 근로자 비율 동일한 감회 운영 화학 기업 '바스프'는 전 세계 80여 개 기업·단체들과 협력해 폐(廢)플라스틱 감소 및 재활용 프로젝트를 추했습니다. 이를 위해 바스프는 해당 프로젝트에 15억 달러(약 1조7800억 원)의 예산을 배정했어요. 재생에너지로만 운영되는 공장도 2024년까지 완공할 예정이죠. 또한 회적 실천 차원에서 2030년까지 관리직 여성 비율 30%를 달성하고, 2025년까지 근로자 교육 및 건·고 대책 수립 등을 통해 '200만 시간당 고 횟수 1회 이하'를 이뤄내겠다고 밝혔어요. 지배 구조를 개선하기 위해 감회 조직 구성에 있어 주주(株主)와 근로자 비율을 동일하게 맞추는 등의 노력도 지속하고 있습니다. BMW: 전기車 판매 및 여성 이 비율 높일 계획 암(癌) 환자 치료 보조용 앱을 개발하는 '포니스'는 작년 3월 대규모 투자를 유치했습니다. 해당  앱은 의가 암 환자를 대상으로 처방을 내리는 용도로, 용료는 건강보험 회에서 부담하는데요. 매년 49만2000여 명의 암 환자가 발생하는 독일에서 '회적 문제 해결 가능성'을 인정받아 투자받은 거죠. 고급차의 대명인 'BMW'는 올해 독일 내 모든 공장에서 전기차 생산이 가능해질 예정입니다. 또 2025년까지 전체 판매량 중 전기차 비율을 25% 이상 높일 계획이예요. 역시 같은 해까지 여성 이 비율을 20％ 이상 달성하겠다고 밝혔지요. 은퇴한 직원이 젊은 직원들에게 업무 노하우를 공유하는 이른바 '시니어 전문가 프로그램'도 운영하고 있습니다.",http://kid.chosun.com/site/data/html_dir/2022/01/24/2022012402055.html
